Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated
PTSN,Bali Bintang Sejahtera Tbk.,6/17/2019,6000000000,Pengembangan,Consumer Cyclicals,312,1.87E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/17/2019,11/18/2022
PTSP,Communication Cable Systems In,6/18/2019,1199999998,Pengembangan,Industrials,700,8.40E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/18/2019,11/18/2022
PUDP,Surya Fajar Capital Tbk.,6/19/2019,1359934021,Pengembangan,Financials,1815,2.47E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/19/2019,11/18/2022
PURA,Golden Flower Tbk.,6/26/2019,750000000,Pengembangan,Consumer Cyclicals,484,3.63E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/26/2019,11/18/2022
PURE,Krida Jaringan Nusantara Tbk.,7/1/2019,500000000,Pengembangan,Transportation & Logistic,180,90000000000,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/1/2019,11/18/2022
PURI,Indonesian Tobacco Tbk.,7/4/2019,940720000,Pengembangan,Consumer Non-Cyclicals,270,2.54E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/4/2019,11/18/2022
PWON,Darmi Bersaudara Tbk.,7/4/2019,665000000,Pengembangan,Basic Materials,50,33250000000,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/4/2019,11/18/2022
PYFA,Bima Sakti Pertiwi Tbk.,7/5/2019,3125000000,Utama,Properties & Real Estate,81,2.53E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/5/2019,11/18/2022
PZZA,Berkah Prima Perkasa Tbk.,7/8/2019,418000000,Pengembangan,Industrials,288,1.20E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/8/2019,11/18/2022
RAFI,Envy Technologies Indonesia Tb,7/8/2019,1800000000,Pengembangan,Technology,50,90000000000,,,4/16/2020 9:00,4/15/2022 16:00,7/8/2019,11/18/2022
RAJA,MNC Vision Networks Tbk.,7/8/2019,42197950841,Utama,Consumer Cyclicals,83,3.50E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/8/2019,11/18/2022
RALS,Eastparc Hotel Tbk.,7/9/2019,4126366528,Pengembangan,Consumer Cyclicals,92,3.80E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/9/2019,11/18/2022
RANC,Fuji Finance Indonesia Tbk.,7/9/2019,1105000000,Pengembangan,Financials,635,7.02E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/9/2019,11/18/2022
RBMS,DMS Propertindo Tbk.,7/9/2019,10546185701,Utama,Properties & Real Estate,50,5.27E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/9/2019,11/18/2022
RCCC,Asuransi Jiwa Sinarmas MSIG Tb,7/9/2019,2100000000,Utama,Financials,6050,1.27E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/9/2019,11/18/2022
RDTX,Arkha Jayanti Persada Tbk.,7/10/2019,2000000000,Pengembangan,Industrials,50,1.00E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/10/2019,11/18/2022
REAL,Inocycle Technology Group Tbk.,7/10/2019,1808221900,Pengembangan,Consumer Cyclicals,151,2.73E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/10/2019,11/18/2022
RELI,Satyamitra Kemas Lestari Tbk.,7/11/2019,3405598451,Utama,Basic Materials,282,9.60E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/11/2019,11/18/2022
RICY,Hensel Davest Indonesia Tbk.,7/12/2019,1524680000,Utama,Technology,76,1.16E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/12/2019,11/18/2022
RIGS,Kencana Energi Lestari Tbk.,9/2/2019,3666312500,Utama,Infrastructures,800,2.93E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,9/2/2019,11/18/2022
RIMO,Bhakti Agung Propertindo Tbk.,9/16/2019,5591752986,Pengembangan,Properties & Real Estate,50,2.80E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,9/16/2019,11/18/2022
RISE,Telefast Indonesia Tbk.,9/17/2019,1666666500,Pengembangan,Technology,3130,5.22E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,9/17/2019,11/18/2022
RMBA,Gunung Raja Paksi Tbk.,9/19/2019,12111376157,Pengembangan,Basic Materials,635,7.69E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,9/19/2019,11/18/2022
RMKE,Optima Prima Metal Sinergi Tbk,9/23/2019,1000000000,Pengembangan,Basic Materials,127,1.27E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,9/23/2019,11/18/2022
ROCK,Nusantara Almazia Tbk.,9/25/2019,2197540705,Utama,Properties & Real Estate,141,3.10E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,9/25/2019,11/18/2022
RODA,Gaya Abadi Sempurna Tbk.,10/7/2019,2000000000,Pengembangan,Consumer Cyclicals,218,4.36E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/7/2019,11/18/2022
RONY,Trinitan Metals and Minerals T,10/9/2019,1375181505,Utama,Basic Materials,51,70134256755,11/1/2021 9:00,7/29/2022 15:59,4/16/2020 9:00,7/29/2022 16:00,10/9/2019,11/18/2022
ROTI,Itama Ranoraya Tbk.,10/15/2019,1600000000,Pengembangan,Healthcare,1170,1.87E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/15/2019,11/18/2022
RSGK,Digital Mediatama Maxima Tbk.,10/21/2019,7692307700,Pengembangan,Technology,1170,9.00E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/21/2019,11/18/2022
RUIS,Singaraja Putra Tbk.,11/8/2019,471826150,Pengembangan,Industrials,218,1.03E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/8/2019,11/18/2022
RUNS,Ginting Jaya Energi Tbk.,11/8/2019,2475720000,Pengembangan,Energy,50,1.24E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/8/2019,11/18/2022
SAFE,Sinergi Inti Plastindo Tbk.,11/14/2019,1109936024,Pengembangan,Basic Materials,66,73255777584,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/14/2019,11/18/2022
SAME,Dana Brata Luhur Tbk.,11/18/2019,1285000000,Pengembangan,Energy,855,1.10E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/18/2019,11/18/2022
SAMF,Mulia Boga Raya Tbk.,11/25/2019,1500000000,Pengembangan,Consumer Non-Cyclicals,1420,2.13E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/25/2019,11/18/2022
SAPX,Palma Serasih Tbk.,11/25/2019,18850000000,Pengembangan,Consumer Non-Cyclicals,151,2.85E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/25/2019,11/18/2022
SATU,Asia Sejahtera Mina Tbk.,12/2/2019,1000000000,Pengembangan,Consumer Non-Cyclicals,280,2.80E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/2/2019,11/18/2022
SBAT,Ifishdeco Tbk.,12/5/2019,2125000000,Pengembangan,Basic Materials,1015,2.16E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/5/2019,11/18/2022
SBMA,Repower Asia Indonesia Tbk.,12/6/2019,6633610151,Pengembangan,Properties & Real Estate,50,3.32E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/6/2019,11/18/2022
SCCO,Indonesia Fibreboard Industry ,12/10/2019,9412000000,Utama,Basic Materials,165,1.55E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/10/2019,11/18/2022
SCMA,Putra Mandiri Jembar Tbk.,12/18/2019,13755600000,Pengembangan,Consumer Cyclicals,169,2.32E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/18/2019,11/18/2022
SCNP,Uni-Charm Indonesia Tbk.,12/20/2019,4156572300,Utama,Consumer Non-Cyclicals,1070,4.45E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/20/2019,11/18/2022
SCPI,Galva Technologies Tbk.,12/23/2019,1500000000,Pengembangan,Technology,354,5.31E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/23/2019,11/18/2022
SDMU,Tourindo Guide Indonesia Tbk.,1/8/2020,759859095,Akselerasi,Technology,77,58509150315,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/8/2020,11/18/2022
SDPC,Bank Amar Indonesia Tbk.,1/9/2020,13681871000,Pengembangan,Financials,354,4.84E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/9/2020,11/18/2022
SDRA,Cisadane Sawit Raya Tbk.,1/9/2020,2050000000,Utama,Consumer Non-Cyclicals,610,1.25E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/9/2020,11/18/2022
SEMA,Royalindo Investa Wijaya Tbk.,1/13/2020,4356525519,Pengembangan,Properties & Real Estate,112,4.88E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/13/2020,11/18/2022
SFAN,Ashmore Asset Management Indon,1/14/2020,2222222400,Pengembangan,Financials,1225,2.72E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/14/2020,11/18/2022
SGER,Perintis Triniti Properti Tbk.,1/15/2020,4399330905,Pengembangan,Properties & Real Estate,250,1.10E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/15/2020,11/18/2022
SGRO,Diamond Food Indonesia Tbk.,1/22/2020,9468359000,Utama,Consumer Non-Cyclicals,830,7.86E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/22/2020,11/18/2022
SHID,Putra Rajawali Kencana Tbk.,1/22/2020,5946264082,Pengembangan,Transportation & Logistic,50,2.97E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/22/2020,11/18/2022
SHIP,Pratama Widya Tbk.,2/7/2020,878187500,Pengembangan,Infrastructures,840,7.38E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,2/7/2020,11/18/2022
SICO,Lancartama Sejati Tbk.,2/10/2020,1000000005,Pengembangan,Infrastructures,50,50000000250,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,2/10/2020,11/18/2022
SIDO,Agro Yasa Lestari Tbk.,2/12/2020,853423236,Pengembangan,Basic Materials,69,58886203284,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,2/12/2020,11/18/2022
SILO,Era Mandiri Cemerlang Tbk.,2/12/2020,833333000,Pengembangan,Consumer Non-Cyclicals,64,53333312000,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,2/12/2020,11/18/2022
SIMA,Diamond Citra Propertindo Tbk.,2/14/2020,7178146908,Pengembangan,Properties & Real Estate,50,3.59E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,2/14/2020,11/18/2022
SIMP,Andalan Sakti Primaindo Tbk.,2/17/2020,681794825,Pengembangan,Properties & Real Estate,96,65452303200,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,2/17/2020,11/18/2022
SINI,Batulicin Nusantara Maritim Tb,3/9/2020,3412610636,Pengembangan,Energy,195,6.65E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,3/9/2020,11/18/2022
SIPD,Esta Multi Usaha Tbk.,3/9/2020,630000000,Pengembangan,Consumer Cyclicals,112,70560000000,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,3/9/2020,11/18/2022
SKBM,Makmur Berkah Amanda Tbk.,3/13/2020,3873500000,Utama,Properties & Real Estate,700,2.71E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,3/13/2020,11/18/2022
SKLT,Metro Healthcare Indonesia Tbk,3/13/2020,33250000000,Pengembangan,Healthcare,466,1.55E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,3/13/2020,11/18/2022
SKRN,Saraswanti Anugerah Makmur Tbk,3/31/2020,5125000000,Utama,Basic Materials,530,2.72E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,3/31/2020,11/18/2022
SKYB,Karya Bersama Anugerah Tbk.,4/8/2020,7150001509,Pengembangan,Properties & Real Estate,50,3.58E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/8/2020,11/18/2022
SLIS,Sejahtera Bintang Abadi Textil,4/8/2020,4752933307,Pengembangan,Consumer Cyclicals,50,2.38E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/8/2020,11/18/2022
SMAR,Cahaya Bintang Medan Tbk.,4/9/2020,1875000000,Pengembangan,Consumer Cyclicals,50,93750000000,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/9/2020,11/18/2022
SMBR,Cipta Selera Murni Tbk.,4/9/2020,816061500,Pengembangan,Consumer Cyclicals,3150,2.57E+12,11/1/2021 9:00,7/15/2022 15:59,4/16/2020 9:00,7/15/2022 16:00,4/9/2020,11/18/2022
SMCB,Aesler Grup Internasional Tbk.,4/9/2020,1250000000,Pengembangan,Infrastructures,800,1.00E+12,11/1/2021 9:00,12/31/2021 15:59,4/16/2020 9:00,4/15/2022 16:00,4/9/2020,11/18/2022
SMDM,Bumi Benowo Sukses Sejahtera T,4/15/2020,4800016020,Pengembangan,Properties & Real Estate,61,2.93E+11,11/1/2021 9:00,11/18/2022 15:59,4/18/2022 9:00,11/18/2022 16:00,4/15/2020,11/18/2022
SMDR,Bhakti Multi Artha Tbk.,4/15/2020,5000000000,Pengembangan,Financials,835,4.18E+12,11/1/2021 9:00,11/18/2022 15:59,4/18/2022 9:00,11/18/2022 16:00,4/15/2020,11/18/2022
SMGR,Cashlez Worldwide Indonesia Tb,5/4/2020,1431125517,Akselerasi,Technology,136,1.95E+11,11/1/2021 9:00,11/18/2022 15:59,5/4/2020 9:00,11/18/2022 16:00,5/4/2020,11/18/2022
SMKL,Indosterling Technomedia Tbk.,6/4/2020,1256300000,Pengembangan,Technology,3640,4.57E+12,11/1/2021 9:00,11/18/2022 15:59,6/4/2020 9:00,11/18/2022 16:00,6/4/2020,11/18/2022
SMKM,Megalestari Epack Sentosaraya ,7/1/2020,3303400000,Pengembangan,Basic Materials,50,1.65E+11,11/1/2021 9:00,11/18/2022 15:59,7/1/2020 9:00,11/18/2022 16:00,7/1/2020,11/18/2022
SMMA,Pakuan Tbk.,7/6/2020,1210000000,Pengembangan,Consumer Cyclicals,720,8.71E+11,11/1/2021 9:00,11/18/2022 15:59,7/6/2020 9:00,11/18/2022 16:00,7/6/2020,11/18/2022
SMMT,Pradiksi Gunatama Tbk.,7/7/2020,4998360000,Utama,Consumer Non-Cyclicals,535,2.67E+12,11/1/2021 9:00,11/18/2022 15:59,7/7/2020 9:00,11/18/2022 16:00,7/7/2020,11/18/2022
SMRA,Boston Furniture Industries Tb,7/7/2020,1653574499,Akselerasi,Consumer Cyclicals,29,47953660471,11/1/2021 9:00,11/18/2022 15:59,7/7/2020 9:00,11/18/2022 16:00,7/7/2020,11/18/2022
SMRU,Prima Globalindo Logistik Tbk.,7/20/2020,750021441,Akselerasi,Transportation & Logistic,121,90752594361,11/1/2021 9:00,11/18/2022 15:59,7/20/2020 9:00,11/18/2022 16:00,7/20/2020,11/18/2022
SMSM,Sunindo Adipersada Tbk.,8/6/2020,1435000297,Pengembangan,Consumer Cyclicals,78,1.12E+11,11/1/2021 9:00,11/18/2022 15:59,8/6/2020 9:00,11/18/2022 16:00,8/6/2020,11/18/2022
SNLK,Sumber Global Energy Tbk.,8/10/2020,1959427139,Pengembangan,Energy,830,1.63E+12,11/1/2021 9:00,11/18/2022 15:59,8/10/2020 9:00,11/18/2022 16:00,8/10/2020,11/18/2022
SOCI,Transkon Jaya Tbk.,8/27/2020,1510200000,Pengembangan,Transportation & Logistic,240,3.62E+11,11/1/2021 9:00,11/18/2022 15:59,8/27/2020 9:00,11/18/2022 16:00,8/27/2020,11/18/2022
SOFA,Pinago Utama Tbk.,8/31/2020,781250000,Pengembangan,Basic Materials,1285,1.00E+12,11/1/2021 9:00,11/18/2022 15:59,8/31/2020 9:00,11/18/2022 16:00,8/31/2020,11/18/2022
SOHO,Bank Bisnis Internasional Tbk.,9/7/2020,3274178463,Pengembangan,Financials,4610,1.51E+13,11/1/2021 9:00,11/18/2022 15:59,9/7/2020 9:00,11/18/2022 16:00,9/7/2020,11/18/2022
SONA,Kurniamitra Duta Sentosa Tbk.,9/7/2020,800000000,Pengembangan,Consumer Non-Cyclicals,510,4.08E+11,11/1/2021 9:00,11/18/2022 15:59,9/7/2020 9:00,11/18/2022 16:00,9/7/2020,11/18/2022
SOSS,Selaras Citra Nusantara Perkas,9/7/2020,2500000000,Pengembangan,Consumer Cyclicals,242,6.05E+11,11/1/2021 9:00,11/18/2022 15:59,9/7/2020 9:00,11/18/2022 16:00,9/7/2020,11/18/2022
SOTS,Puri Global Sukses Tbk.,9/8/2020,1000000000,Pengembangan,Properties & Real Estate,348,3.48E+11,11/1/2021 9:00,11/18/2022 15:59,9/8/2020 9:00,11/18/2022 16:00,9/8/2020,11/18/2022
SPMA,Soho Global Health Tbk.,9/8/2020,1269168239,Utama,Healthcare,5500,6.98E+12,11/1/2021 9:00,11/18/2022 15:59,9/8/2020 9:00,11/18/2022 16:00,9/8/2020,11/18/2022
SPTO,Grand House Mulia Tbk.,9/10/2020,787500000,Pengembangan,Properties & Real Estate,494,3.89E+11,11/1/2021 9:00,11/18/2022 15:59,9/10/2020 9:00,11/18/2022 16:00,9/10/2020,11/18/2022
SQMI,Rockfields Properti Indonesia ,9/10/2020,1435185100,Pengembangan,Properties & Real Estate,400,5.74E+11,11/1/2021 9:00,11/18/2022 15:59,9/10/2020 9:00,11/18/2022 16:00,9/10/2020,11/18/2022
SRAJ,Morenzo Abadi Perkasa Tbk.,9/14/2020,2162545448,Pengembangan,Consumer Non-Cyclicals,65,1.41E+11,11/1/2021 9:00,11/18/2022 15:59,9/14/2020 9:00,11/18/2022 16:00,9/14/2020,11/18/2022
SRIL,Planet Properindo Jaya Tbk.,9/15/2020,892863102,Akselerasi,Consumer Cyclicals,29,25893029958,11/1/2021 9:00,11/18/2022 15:59,9/15/2020 9:00,11/18/2022 16:00,9/15/2020,11/18/2022
SRSN,Djasa Ubersakti Tbk.,12/8/2020,1500000000,Pengembangan,Infrastructures,67,1.01E+11,11/1/2021 9:00,11/18/2022 15:59,12/8/2020 9:00,11/18/2022 16:00,12/8/2020,11/18/2022
SRTG,Trimitra Prawara Goldland Tbk.,12/11/2020,1250000000,Pengembangan,Properties & Real Estate,119,1.49E+11,11/1/2021 9:00,11/18/2022 15:59,12/11/2020 9:00,11/18/2022 16:00,12/11/2020,11/18/2022
SSIA,Victoria Care Indonesia Tbk.,12/17/2020,6708000000,Utama,Consumer Non-Cyclicals,510,3.42E+12,11/1/2021 9:00,11/18/2022 15:59,12/17/2020 9:00,11/18/2022 16:00,12/17/2020,11/18/2022
SSMS,Panca Mitra Multiperdana Tbk.,12/18/2020,2353000000,Utama,Consumer Non-Cyclicals,370,8.71E+11,11/1/2021 9:00,11/18/2022 15:59,12/18/2020 9:00,11/18/2022 16:00,12/18/2020,11/18/2022
SSTM,Solusi Sinergi Digital Tbk.,12/30/2020,2050292287,Pengembangan,Consumer Cyclicals,180,3.69E+11,11/1/2021 9:00,11/18/2022 15:59,12/30/2020 9:00,11/18/2022 16:00,12/30/2020,11/18/2022
STAA,FAP Agri Tbk.,1/4/2021,3629411800,Pengembangan,Consumer Non-Cyclicals,4280,1.55E+13,11/1/2021 9:00,11/18/2022 15:59,1/4/2021 9:00,11/18/2022 16:00,1/4/2021,11/18/2022
STAR,DCI Indonesia Tbk.,1/6/2021,2383745900,Pengembangan,Technology,36775,8.77E+13,11/1/2021 9:00,11/18/2022 15:59,1/6/2021 9:00,11/18/2022 16:00,1/6/2021,11/18/2022
STTP,Ketrosden Triasmitra Tbk.,1/11/2021,2841262838,Utama,Infrastructures,250,7.10E+11,11/7/2022 9:00,11/18/2022 15:59,11/7/2022 9:00,11/18/2022 16:00,11/7/2022,11/18/2022
SUGI,Diagnos Laboratorium Utama Tbk,1/15/2021,1250000000,Pengembangan,Healthcare,264,3.30E+11,11/1/2021 9:00,11/18/2022 15:59,1/15/2021 9:00,11/18/2022 16:00,1/15/2021,11/18/2022
SULI,Bank Aladin Syariah Tbk.,2/1/2021,13134311698,Pengembangan,Financials,1525,2.00E+13,11/1/2021 9:00,11/18/2022 15:59,2/1/2021 9:00,11/18/2022 16:00,2/1/2021,11/18/2022
SUPR,Damai Sejahtera Abadi Tbk.,2/1/2021,2287500000,Utama,Consumer Cyclicals,324,7.41E+11,11/1/2021 9:00,11/18/2022 15:59,2/1/2021 9:00,11/18/2022 16:00,2/1/2021,11/18/2022
SURE,Widodo Makmur Unggas Tbk.,2/2/2021,12941176500,Utama,Consumer Non-Cyclicals,107,1.38E+12,11/1/2021 9:00,11/18/2022 15:59,2/2/2021 9:00,11/18/2022 16:00,2/2/2021,11/18/2022
SWAT,Indointernet Tbk.,2/8/2021,404050000,Pengembangan,Technology,19775,7.99E+12,11/1/2021 9:00,11/18/2022 15:59,2/8/2021 9:00,11/18/2022 16:00,2/8/2021,11/18/2022
SWID,Ulima Nitra Tbk.,3/8/2021,3138983000,Utama,Energy,61,1.91E+11,11/1/2021 9:00,11/18/2022 15:59,3/8/2021 9:00,11/18/2022 16:00,3/8/2021,11/18/2022
TALF,Berkah Beton Sadaya Tbk.,3/10/2021,9000000000,Pengembangan,Basic Materials,3900,3.51E+13,11/1/2021 9:00,11/18/2022 15:59,3/10/2021 9:00,11/18/2022 16:00,3/10/2021,11/18/2022
TAMA,Sunter Lakeside Hotel Tbk.,3/29/2021,450000000,Pengembangan,Consumer Cyclicals,920,4.14E+11,11/1/2021 9:00,11/18/2022 15:59,3/29/2021 9:00,11/18/2022 16:00,3/29/2021,11/18/2022
TAMU,Zyrexindo Mandiri Buana Tbk.,3/30/2021,1333333350,Pengembangan,Technology,426,5.68E+11,11/1/2021 9:00,11/18/2022 15:59,3/30/2021 9:00,11/18/2022 16:00,3/30/2021,11/18/2022
TAPG,Imago Mulia Persada Tbk.,4/7/2021,1307734937,Akselerasi,Consumer Cyclicals,59,77156361283,11/1/2021 9:00,11/18/2022 15:59,4/7/2021 9:00,11/18/2022 16:00,4/7/2021,11/18/2022
TARA,Fimperkasa Utama Tbk.,4/9/2021,400000975,Akselerasi,Infrastructures,69,27600067275,11/1/2021 9:00,11/18/2022 15:59,4/9/2021 9:00,11/18/2022 16:00,4/9/2021,11/18/2022
TAXI,Triputra Agro Persada Tbk.,4/12/2021,19852540000,Utama,Consumer Non-Cyclicals,665,1.32E+13,11/1/2021 9:00,11/18/2022 15:59,4/12/2021 9:00,11/18/2022 16:00,4/12/2021,11/18/2022
TAYS,Nusa Palapa Gemilang Tbk.,4/14/2021,3240235840,Utama,Basic Materials,50,1.62E+11,11/1/2021 9:00,11/18/2022 15:59,4/14/2021 9:00,11/18/2022 16:00,4/14/2021,11/18/2022
TBIG,Lima Dua Lima Tiga Tbk.,5/5/2021,1035000200,Akselerasi,Consumer Cyclicals,198,2.05E+11,11/1/2021 9:00,11/18/2022 15:59,5/5/2021 9:00,11/18/2022 16:00,5/5/2021,11/18/2022
TBLA,Adhi Commuter Properti Tbk.,5/21/2021,22222222200,Utama,Properties & Real Estate,74,1.64E+12,2/21/2022 9:00,11/18/2022 15:59,5/21/2021 9:00,11/18/2022 16:00,5/21/2021,11/18/2022
TBMS,Harapan Duta Pertiwi Tbk.,5/24/2021,2129167100,Pengembangan,Industrials,58,1.23E+11,11/1/2021 9:00,11/18/2022 15:59,5/24/2021 9:00,11/18/2022 16:00,5/24/2021,11/18/2022
TCID,Panca Anugrah Wisesa Tbk.,6/8/2021,1904207270,Akselerasi,Consumer Cyclicals,139,2.65E+11,11/1/2021 9:00,11/18/2022 15:59,6/8/2021 9:00,11/18/2022 16:00,6/8/2021,11/18/2022
TCPI,Ladangbaja Murni Tbk.,6/10/2021,1000118550,Pengembangan,Industrials,115,1.15E+11,11/1/2021 9:00,11/18/2022 15:59,6/10/2021 9:00,11/18/2022 16:00,6/10/2021,11/18/2022
TDPM,Triniti Dinamik Tbk.,6/10/2021,7570888280,Pengembangan,Properties & Real Estate,51,3.86E+11,11/1/2021 9:00,11/18/2022 15:59,6/10/2021 9:00,11/18/2022 16:00,6/10/2021,11/18/2022
TEBE,Archi Indonesia Tbk.,6/28/2021,24835000000,Utama,Basic Materials,346,8.59E+12,11/1/2021 9:00,11/18/2022 15:59,6/28/2021 9:00,11/18/2022 16:00,6/28/2021,11/18/2022
TECH,Era Graharealty Tbk.,6/30/2021,949868500,Akselerasi,Properties & Real Estate,127,1.21E+11,11/1/2021 9:00,11/18/2022 15:59,6/30/2021 9:00,11/18/2022 16:00,6/30/2021,11/18/2022
TELE,Bank Multiarta Sentosa Tbk.,6/30/2021,1226910070,Pengembangan,Financials,3550,4.36E+12,11/1/2021 9:00,11/18/2022 15:59,6/30/2021 9:00,11/18/2022 16:00,6/30/2021,11/18/2022
TFAS,Bundamedik Tbk.,7/6/2021,8603416176,Utama,Healthcare,430,3.70E+12,11/1/2021 9:00,11/18/2022 15:59,7/6/2021 9:00,11/18/2022 16:00,7/6/2021,11/18/2022
TFCO,Falmaco Nonwoven Industri Tbk.,7/8/2021,781250000,Akselerasi,Consumer Non-Cyclicals,79,61718750000,11/1/2021 9:00,7/29/2022 15:59,7/8/2021 9:00,7/29/2022 16:00,7/8/2021,11/18/2022
TGKA,PAM Mineral Tbk.,7/9/2021,9662504494,Pengembangan,Basic Materials,108,1.04E+12,11/1/2021 9:00,11/18/2022 15:59,7/9/2021 9:00,11/18/2022 16:00,7/9/2021,11/18/2022
